version,code,description,release_date
"",PYRDELAY,delayed by a previous payor,
"",NORDSCLW,no disclosure without jurisdictional authorization,
"",OBSANTC,antigen count,
"",IP,In Position,
"",ENCRYPTT,encrypt in transit,
"",NOPAT,"no disclosure to patient, family or caregivers without attending provider's authorization",
"",O,In Process,
"",POS,point of service policy,
"",17,Weekend Supply,
"",_ActDecision,_ActDecision,
"",TBOO,taboo,
"",PATLOC,patient location,
"",B,business information sensitivity,
"",SALE,Sale,
"",IMMUNIZ,Immunization,
"",DILUTION,ActSpecObsDilutionCode,
"",ANNGEN,general note,
"",LIVARG,living arrangement information sensitivity,
"",_ActCoverageLimitCode,ActCoverageLimitCode,
"",PSVCCAT,professional service category,
"",DN,Diner's Club,
"",ANNU,annuity policy,
"",PersNSI,personal non-sensitive information policy,
"",OPTINR,opt-in with restrictions,
"",MENTPRG,mental health program,
"",COIN,coinsurance,
"",RX,prescription only medicine,
"",PDNPPPELAT,paid non-payee payable prior-period electronic amount,
"",NORDSCLCDS,no redisclosure without information subject's consent directive,
"",LABRREV,laboratory results review task,
"",CAST,certified asthma care,
"",REV,Standard Charge Reversal,
"",ADNPSPMNCT,adjud. non-payee payable same-period manual count,
"",ETHUD,alcohol use disorder information sensitivity,
"",ICTERUS,Icterus,
"",_ActTransportationModeCode,ActTransportationModeCode,
"",RD,reduction diet,
"",COMPLY,Compliance Alert,
"",ADPPSPMNCT,adjud. payee payable same-period manual count,
"",_ActPolicyType,ActPolicyType,
"",DOSELINDA,Low Dose for Age Alert,
"",PDNPSPMNCT,paid non-payee payable same-period manual count,
"",OTC,non prescription medicine,
"",JurisSP-CUI,jurisdictional specified controlled unclassified information policy,
"",SECINTPRVABOBS,security integrity provenance asserted by observation,
"",DISC,disclaimer,
"",REPRESENTATIVE_BEAT,ECG representative beat waveforms,
"",KEY204,Unknown key identifier,
"",DINT,Drug Intolerance,
"",FORMULA,formula diet,
"",RESCOMPT,research project compartment,
"",SBBLELAT,submitted billed electronic amount,
"",SUPPLEMENT,nutritional supplement,
"",GFTH,good faith indicator,
"",ACU,short term/acute,
"",CHRON,continuous/chronic,
"",VRFPAPER,verify paper,
"",STRAT,stratification,
"",OBSA,Observation Alert,
"",SECINTOBS,security integrity observation,
"",TF,Trial Fill,
"",CPLYPOL,comply with policy,
"",ConfidentialMark,confidential mark,
"",_MedicationObservationType,MedicationObservationType,
"",GENE,gene,
"",ADRFSPELCT,adjud. refused same-period electronic count,
"",AFOOT,pedestrian transport,
"",OOJ,out of jurisdiction,
"",LU,limited use,
"",_ActProductAcquisitionCode,ActProductAcquisitionCode,
"",ADMDX,admitting diagnosis,
"",NOSTRNS,nosocomial transmission,
"",MSRTP,measurement period,
"",NOI,nature of injury,
"",ADALRT,adult alert,
"",LEN_SHORT,length is too short,
"",LACTTRNS,lactation transmission,
"",SEV,Severity Observation,
"",SPLCOLOR,color,
"",TOOSOON,Refill Too Soon Alert,
"",FORMAT,invalid format,
"",ILLEGAL,illegal,
"",ANANTRNS,animal to animal transmission,
"",CODE_DEPREC,code has been deprecated,
"",FOOD,Food Interaction Alert,
"",SBPDELCT,submitted pending electronic count,
"",DOSEHINDW,High Dose for Weight Alert,
"",MLREV,medication list review task,
"",_GeneticObservationType,GeneticObservationType,
"",HUMHUMTRNS,human to human transmission,
"",FALG,Food Allergy,
"",HELD,held/suspended alert,
"",DUPTHPCLS,duplicate therapeutic alass alert,
"",AGGREGATE,aggregate measure observation,
"",DISDX,discharge diagnosis,
"",DOSEHINDA,High Dose for Age Alert,
"",RAR,Related Prior Reaction Alert,
"",DACT,drug action detected issue,
"",TRSTFWKOBS,trust framework observation,
"",REDACT,redact,
"",PDNFSPELAT,paid nullified same-period electronic amount,
"",HIPAAROAD,HIPAA Right of Access Directive,
"",PRS,patient requested information sensitivity,
"",CPLYCUI,comply with controlled unclassified information policy,
"",DOSEDURHIND,Dose-Duration High for Indication Alert,
"",FNAINT,Food Non-Allergy Intolerance,
"",PEALRT,pediatric alert,
"",MISSMAND,mandatory element missing,
"",TIMING,event timing incorrect alert,
"",NUMER,numerator,
"",TRANF,transmission format,
"",TRSTCERTOBS,trust certificate observation,
"",PLACTRNS,transplacental transmission,
"",LAB,Lab Alert,
"",TRSTLOAOBS,trust assurance observation,
"",NORELINK,no relinking,
"",VAC_PROBLEM,vaccine product problem,
"",DALG,Drug Allergy,
"",_AppropriatenessDetectedIssueCode,AppropriatenessDetectedIssueCode,
"",DERMTRNS,transdermal transmission,
"",FAST,fasting,
"",T,tea only,
"",SECCONOBS,security control observation,
"",_ICD9PCS,ICD9PCS,
"",GF,gluten free,
"",SAC,special access,
"",DX,ObservationDiagnosisTypes,
"",DOSELINDW,Low Dose for Weight Alert,
"",EALG,Environmental Allergy,
"",_CaseTransmissionMode,case transmission mode,
"",CMPMSRSCRWGHT,component measure scoring weight,
"",EINT,Environmental Intolerance,
"",LEN_LONG,length is too long,
"",ORTHO,orthodontic service,
"",OPTIN,opt-in,
"",VLI,"low valin, leucin, isoleucin",
"",ANHUMTRNS,animal to human transmission,
"",PDNPSPMNAT,paid non-payee payable same-period manual amount,
"",_ActPrivacyPolicy,ActPrivacyPolicy,
"",PATINFO,patient information review task,
"",USE,notice of use,
"",TIME_ABSOLUTE,absolute time sequence,
"",PREG,Pregnancy Alert,
"",WGHT,,
"",RREACT,Related Reaction Alert,
"",SECDATINTOBS,security data integrity observation,
"",ENCRYPTR,encrypt at rest,
"",GroundAmbulance,ground ambulance transport,
"",Fixed-wingAmbulance,fixed-wing ambulance transport,
"",RENT,Rent,
"",_ActPrivacyLaw,ActPrivacyLaw,
"",PHY,physician requested information sensitivity,
"",AMBHELO,helicopter ambulance transport,
"",VECTRNS,vector-borne transmission,
"",HGHT,,
"",FINT,Food Intolerance,
"",DOSEIVLIND,Dose-Interval for Indication Alert,
"",_InteractionDetectedIssueCode,InteractionDetectedIssueCode,
"",CIRCLE,circle,
"",PRE,Pre-Dilution,
"",SEXTRNS,sexual transmission,
"",KEY,keyword,
"",UFIL,Ultrafiltration,
"",_ActAdministrativeAuthorizationDetectedIssueCode,ActAdministrativeAuthorizationDetectedIssueCode,
"",_ActNonObservationIndicationCode,ActNonObservationIndicationCode,
"",NOREUSE,no reuse beyond purpose of use,
"",_IndividualCaseSafetyReportType,Individual Case Safety Report Type,
"",SA,special authorization,
"",FFSS,"first fill, partial strength",
"",IMPLIEDD,implied consent with opportunity to dissent,
"",EVNFCTS,ActSpecObsEvntfctsCode,
"",DIET,Diet,
"",GUIDE,guidance,
"",_ClinicalActionDetectedIssueCode,ClinicalActionDetectedIssueCode,
"",MDHHS-5515Part2,Michigan Consent to Share Behavioral Health Information for Care Coordination Purposes-US 42 CFR Part 2,
"",FRAUD,potential fraud,
"",MSROBS,measure observation,
"",REF,reference,
"",_ROIOverlayShape,ROIOverlayShape,
"",GEND,Gender Alert,
"",LF,low fat,
"",NF,no fat,
"",RINT,Related Intolerance Alert,
"",_ActPharmacySupplyType,ActPharmacySupplyType,
"",INFODEIDENTIFIY,deidentify information,
"",PersPI,personal public information policy,
"",ALK,Alkalization,
"",FOODTRNS,food-borne transmission,
"",DOSELINDSA,Low Dose for Height/Surface Area Alert,
"",DISDX,discharge diagnosis,
"",NHP,Natural Health Product Alert,
"",BUS,business constraint violation,
"",SPLSIZE,size,
"",DF,Daily Fill,
"",UD,Unit Dose,
"",OBSANTV,antigen validity,
"",FFS,fee for service,
"",IMPLIED,implied consent,
"",JurisPI,jurisdictional public information policy,
"",IMMLREV,immunization list review,
"",_PreferenceObservationType,_PreferenceObservationType,
"",_ActGDPRConsentDirective,_ActGDPRConsentDirective,
"",DISCHINSTE,discharge instruction entry,
"",MARWLREV,medication administration record work list review task,
"",MSRADJ,risk adjustment,
"",MSRPOPL,measure population,
"",DUPTHPGEN,duplicate generic alert,
"",NOTACTN,no longer actionable,
"",MSD,measurement start date,
"",SDE,supplemental data elements,
"",VIO,violence information sensitivity,
"",TRSTCERT,trust certificate,
"",OREV,orders review task,
"",PUBTRN,public transport,
"",DOSELINDA,Low Dose for Age Alert,
"",DM,diabetes mellitus diet,
"",AUTO-HIGH,Auto-High Dilution,
"",INTOLIST,intolerance list,
"",DDP,Direct Deposit,
"",DISCHSUME,discharge summary entry task,
"",INV,investigational,
"",DELAU,delete after use,
"",NOCOLLECT,no collection,
"",ISSUE,detected issue,
"",DOSEH,High Dose Alert,
"",CODINGGAP,Codinggap,
"",NAINT,Non-Allergy Intolerance,
"",ADNFPPMNCT,adjud. nullified prior-period manual count,
"",DF,Daily Fill,
"",OrgIP,organizational information policy,
"",PAR,parenteral,
"",FOMTRNS,fomite transmission,
"",MSRJUR,jurisdiction,
"",OINT,intolerance,
"",SBNFELCT,submitted cancelled electronic count,
"",CPLYJSP,comply with jurisdictional security policy,
"",DOSEDUR,Dose-Duration Alert,
"",KEY205,Duplicate key identifier,
"",ADPPPPELAT,adjud. payee payable prior-period electronic amount,
"",INFOREDISCLOSE,redisclose information,
"",PersLDS,personal limited data set information policy,
"",HIPAAConsent,HIPAA Consent,
"",CPLYJPP,comply with jurisdictional privacy policy,
"",RECA,Recalcification,
"",MSRTYPE,measure type,
"",RAT,rationale,
"",NOPERSIST,element will not be persisted,
"",LP,low protein,
"",ANNDI,diagnostic image note,
"",BR,breikost (GE),
"",ADNPPPMNAT,adjud. non-payee payable prior-period manual amount,
"",OrgNSI,organizational non-sensitive information policy,
"",HIPAASelfPay,HIPAA self-pay,
"",MICROORGRREV,microbiology organisms results review task,
"",PREFSTRENGTH,preference strength,
"",ENCRYPTU,encrypt in use,
"",30972-4,age at onset of adverse event,
"",NUMEX,numerator exclusions,
"",CTMO,case transmission mode observation,
"",_CPT5,CPT5,
"",RADREPE,radiology report entry task,
"",_ActInformationSensitivityPolicy,ActInformationSensitivityPolicy,
"",IPOP,initial population,
"",_ObservationSeriesType,ObservationSeriesType,
"",SECINTSTOBS,security integrity status observation,
"",OrgDEID,organizational de-identified informati)on policy,
"",PAPER,paper documentation to follow,
"",NOVIP,no unauthorized VIP disclosure,
"",POLY,polyline,
"",INFOUSE,use information,
"",ADNPSPELAT,adjud. non-payee payable same-period electronic amount,
"",_ActListCode,ActListCode,
"",IND04,surgical prophylaxis,
"",AMBAIR,fixed-wing ambulance transport,
"",GISTIER,GIS tier,
"",LQ,liquid,
"",SCA,sickle cell anemia information sensitivity,
"",_ActSpecimenTransportCode,ActSpecimenTransportCode,
"",POINT,point,
"",VIP,celebrity information sensitivity,
"",ADNFSPELCT,adjud. nullified same-period electronic count,
"",HIPAAAuth,HIPAA Authorization for Disclosure,
"",EMPL,employer information sensitivity,
"",CUIPRVCYP,(CUI//PRVCY),
"",_EntitySensitivityPolicyType,EntityInformationSensitivityPolicy,
"",30525-0,age patient qn definition,
"",GRANTORCHOICE,grantor choice,
"",RHYTHM,ECG rhythm waveforms,
"",IMMLE,immunization list entry,
"",LACT,Lactation Alert,
"",ANNIMM,immunization note,
"",_LOINCObservationActContextAgeType,LOINCObservationActContextAgeType,
"",JurisUUI,jurisdictional uncontrolled unclassified information policy,
"",MST,military sexual trauma information sensitivity,
"",ActTrustPolicyType,trust policy,
"",TRSTACCRD,trust accreditation,
"",PLYDOC,Poly-orderer Alert,
"",PLYPHRM,Poly-supplier Alert,
"",_SupplyDetectedIssueCode,SupplyDetectedIssueCode,
"",SECINTPRVRBOBS,security integrity provenance reported by observation,
"",SBNFELAT,submitted nullified electronic amount,
"",RFC,Refill - Complete,
"",ALLERLREV,allergy list review,
"",PAF,phenylalanine free,
"",FS,Floor stock,
"",_ActObservationVerificationType,act observation verification,
"",_ObservationQualityMeasureAttribute,ObservationQualityMeasureAttribute,
"",NOTEQUIVTHER,not therapeutically equivalent alert,
"",DOSE,Dosage problem,
"",GDPRResearchCD,GDPR Research Consent Directive,
"",EM,Emergency Supply,
"",CASESER,case seriousness criteria,
"",TIME,timing detected issue,
"",ALRTSTRTLATE,start too late alert,
"",RF,Refill,
"",42CFRPart2,42 CFR Part2,
"",MICROSENSRREV,microbiology sensitivity test results review task,
"",EMRGONLY,emergency only,
"",SCHLDIV,school division,
"",NOTEQUIVGEN,not generically equivalent alert,
"",VERBAUTH,verbal authorization,
"",SO,Script Owing,
"",UPGRDLABEL,upgrade security label,
"",DOSECOND,dosage-condition alert,
"",CMPMSRMTH,composite measure method,
"",CAREGAP,Caregap,
"",TFS,trial fill partial strength,
"",TFS,trial fill partial strength,
"",GRANTORCHOICE,grantor choice,
"",ADOL,adolescent information sensitivity,
"",HRCOMPT,human resource compartment,
"",CUIMark,CUI Mark,
"",MSRSET,health quality measure care setting,
"",RALG,Related Allergy Alert,
"",MSRPOPLEX,measure population exclusions,
"",AUTO-LOW,Auto-Low Dilution,
"",CHK,Cheque,
"",DEID,deidentify,
"",ALLERLE,allergy list entry,
"",FD,food,
"",MINEC,minimum necessary,
"",ADPPSPMNAT,adjud. payee payable same-period manual amount,
"",NEUT,Neutralization,
"",_ActSpecObsCode,ActSpecObsCode,
"",RERUN,Rerun Dilution,
"",PROBLIST,problem list,
"",_ActSubstanceAdministrationCode,ActSubstanceAdministrationCode,
"",DRUG,Drug therapy,
"",_ActAdministrativeDetectedIssueCode,ActAdministrativeDetectedIssueCode,
"",FF,First Fill,
"",IDUR,improvement notation,
"",SCHL,school,
"",PREGNANT,pregnancy information sensitivity,
"",RFF,Refill (First fill this facility),
"",OPTOUTE,opt-out with exceptions,
"",NOINTEGRATE,no integration,
"",STRAN,specimen in transit,
"",N,normal diet,
"",_HCPCS,HCPCS,
"",_PatientImmunizationRelatedObservationType,PatientImmunizationRelatedObservationType,
"",CREACT,common reaction alert,
"",WRKCOMP,(workers compensation program,
"",SECINTPRVOBS,security integrity provenance observation,
"",ADRFPPELCT,adjud. refused prior-period electronic count,
"",Title38Section7332,Title 38 Section 7332,
"",SPI,specially protected information sensitivity,
"",REMLE,reminder list entry,
"",PDPPSPMNAT,paid payee payable same-period manual amount,
"",AMBAIR,fixed-wing ambulance transport,
"",RISKASSESS,risk assessment instrument task,
"",ALRTENDLATE,end too late alert,
"",SUBSIDFFS,subsidized fee for service program,
"",MSRRPTR,reporter type,
"",NODUPS,duplicate values are not permitted,
"",FULFIL,fulfillment alert,
"",ADNPSPMNAT,adjud. non-payee payable same-period manual amount,
"",NOI,nature of injury,
"",_ActTaskCode,ActTaskCode,
"",ONET,one time,
"",NOAUTH,no disclosure without subject authorization,
"",ITMCNT,items counted,
"",DUPTHPY,Duplicate Therapy Alert,
"",GENDER,gender and sexual orientation information sensitivity,
"",ADNFPPMNAT,adjud. nullified prior-period manual amount,
"",WATTRNS,water-borne transmission,
"",DOSEDURLIND,Dose-Duration Low for Indication Alert,
"",PREVINEF,previously ineffective,
"",MISSCOND,conditional element missing,
"",TPROD,Therapeutic Product Alert,
"",PATPREF,violates stated preferences,
"",SECINTCONOBS,security integrity confidence observation,
"",INITIAL,Initial Volume,
"",21611-9,age patient qn est,
"",DOSEDURH,Dose-Duration High Alert,
"",INTFR,ActSpecObsInterferenceCode,
"",F,final,
"",TRSTACCRDOBS,trust accreditation observation,
"",_ActConsentDirective,ActConsentDirective,
"",NOCONSENT,no consent,
"",GDIS,genetic disease information sensitivity,
"",STD,sexually transmitted disease information sensitivity,
"",NONRX,Non-Prescription Interaction Alert,
"",RFFS,refill partial strength (first fill this facility),
"",GDPRCONSENT,GDPR Consent,
"",FFC,First Fill - Complete,
"",NODSCLCD,no disclosure without consent directive,
"",_ActPatientAnnotationType,ActPatientAnnotationType,
"",_AnnotationType,AnnotationType,
"",FALG,Food Allergy,
"",PDPPSPELAT,paid payee payable same-period electronic amount,
"",_ActTherapyDurationWorkingListCode,ActTherapyDurationWorkingListCode,
"",_ActUSPrivacyLaw,_ActUSPrivacyLaw,
"",ADRFSPELAT,adjud. refused same-period electronic amount,
"",INFOACCESS,access information,
"",FILT,Filtration,
"",NAT,Insufficient authorization,
"",ADRFPPELAT,adjud. refused prior-period electronic amount,
"",IMPLIED,implied consent,
"",DRGIS,drug information sensitivity,
"",UUI,(U),
"",ALGY,Allergy Alert,
"",ALG,Allergy,
"",SUPPRESSED,record suppressed,
"",DOSEHINDSA,High Dose for Height/Surface Area Alert,
"",FECTRNS,fecal-oral transmission,
"",STRTLATE,Start Too Late Alert,
"",IPPOP,initial patient population,
"",ABUSE,commonly abused/misused alert,
"",KEY205,Duplicate key identifier,
"",ENAINT,Environmental Non-Allergy Intolerance,
"",_ICD10PCS,ICD10PCS,
"",DNAINT,Drug Non-Allergy Intolerance,
"",CDIO,case disease imported observation,
"",OBSOLETE,obsolete record returned,
"",ADVERSE_REACTION,Adverse Reaction,
"",VALIDAT,validation issue,
"",SCH,schonkost (GE),
"",HISTORIC,record recorded as historical,
"",DALG,Drug Allergy,
"",GRADE,grade,
"",SPLIMAGE,image,
"",DEF,definition,
"",ASSERTION,Assertion,
"",DOSE,Dosage problem,
"",KSUBT,knowledge subtopic,
"",DOSELIND,Low Dose for Indication Alert,
"",SPLSCORING,scoring,
"",_ObservationSequenceType,ObservationSequenceType,
"",CLSSRM,classroom,
"",GEALRT,geriatric alert,
"",KEY206,non-matching identification,
"",PATPREFALT,"violates stated preferences, alternate available",
"",AIRTRNS,airborne transmission,
"",REP_HALF_LIFE,representative half-life,
"",KSUBJ,knowledge subject,
"",MSRTOPIC,health quality measure topic type,
"",AGE,Age Alert,
"",KEY204,Unknown key identifier,
"",TIME_RELATIVE,relative time sequence,
"",DENOM,denominator,
"",MINFREQ,too soon within frequency based on the usage,
"",TEACHER,teacher,
"",PRLMN,preliminary,
"",SPLSYMBOL,symbol,
"",DOSEDURL,Dose-Duration Low Alert,
"",BLDTRNS,blood borne transmission,
"",HHOBS,household situation observation,
"",CRIT,criticality,
"",REP_RANGE,repetitions out of range,
"",TRSTMECOBS,trust mechanism observation,
"",DOSEIVL,Dose-Interval Alert,
"",INTDX,intermediate diagnosis,
"",INDTRNS,indeterminate disease transmission mode,
"",_PopulationInclusionObservationType,PopulationInclusionObservationType,
"",ENDLATE,End Too Late Alert,
"",DRUGPRG,drug program,
"",MSRAGG,rate aggregation,
"",DNAINT,Drug Non-Allergy Intolerance,
"",OBSA,Observation Alert,
"",ENVTRNS,environmental exposure transmission,
"",PARTRNS,parenteral transmission,
"",INTDX,intermediate diagnosis,
"",DOSEL,Low Dose Alert,
"",MDOSE,maximum dosage reached,
"",_ActSuppliedItemDetectedIssueCode,ActSuppliedItemDetectedIssueCode,
"",ALLDONE,already performed,
"",DRG,Drug Interaction Alert,
"",SECTRSTOBS,SECTRSTOBS,
"",MSRIMPROV,health quality measure improvement notation,
"",DENEX,denominator exclusions,
"",DOSEHIND,High Dose for Indication Alert,
"",SECOBS,SecurityObservationType,
"",ADMDX,admitting diagnosis,
"",COND,Condition Alert,
"",MEDT,measurement end date,
"",MSRSCORE,measure scoring,
"",SPLSHAPE,shape,
"",EALG,Environmental Allergy,
"",MAXOCCURS,repetitions above maximum,
"",TOOLATE,Refill Too Late Alert,
"",COMPLY,Compliance Alert,
"",GEN,Genetic Alert,
"",LS,low sodium,
"",BDYFLDTRNS,body fluid contact transmission,
"",DUPTHPY,Duplicate Therapy Alert,
"",ENAINT,Environmental Non-Allergy Intolerance,
"",LEN_RANGE,length out of range,
"",_ECGObservationSeriesType,ECGObservationSeriesType,
"",TRSTAGREOBS,trust agreement observation,
"",CODE_INVAL,code is not valid,
"",REACT,Reaction Alert,
"",MINOCCURS,repetitions below minimum,
"",SECCLASSOBS,security classification observation,
"",_AdministrationDetectedIssueCode,AdministrationDetectedIssueCode,
"",DOSEHINDA,High Dose for Age Alert,
"",INT,Intolerance Alert,
"",_ActAdministrativeRuleDetectedIssueCode,ActAdministrativeRuleDetectedIssueCode,
"",COPY,copyright,
"",NOTEQUIV,not equivalent alert,
"",ELLIPSE,ellipse,
"",SPLIMPRINT,imprint,
"",FINALDT,finalized date/time,
"",INTERVAL,outside requested time,
"",C,corrected,
"",SPLCOATING,coating,
"",DENEXCEP,denominator exceptions,
"",MSRRPTTIME,timeframe for reporting,
"",SECCATOBS,security category observation,
"",SECALTINTOBS,security alteration integrity observation,
"",TRNSFTRNS,transfusion transmission,
"",CRS,clinical recommendation statement,
