version,code,description,release_date
"",TOOLATE,Refill Too Late Alert,
"",ADRFSPMNAT,adjud. refused same-period manual amount,
"",RF,Refill,
"",DOSEH,High Dose Alert,
"",MISSMAND,mandatory element missing,
"",HISTORIC,record recorded as historical,
"",SUBSIDIZ,subsidized health program,
"",CDIO,case disease imported observation,
"",LAB,Lab Alert,
"",CMPMSRSCRWGHT,component measure scoring weight,
"",SUPPRESSED,record suppressed,
"",_ActInvoiceAdjudicationPaymentGroupCode,ActInvoiceAdjudicationPaymentGroupCode,
"",PROV,provider,
"",ADRFPPELCT,adjud. refused prior-period electronic count,
"",_ActInvoiceOverrideCode,ActInvoiceOverrideCode,
"",OPTOUT,op-out,
"",STRAT,stratification,
"",RHYTHM,ECG rhythm waveforms,
"",GEND,Gender Alert,
"",TRSTMEC,trust mechanism,
"",VFPAPER,verify paper,
"",VOLUME,ActSpecObsVolumeCode,
"",INFPWR,only if public welfare risk,
"",SBBLELCT,submitted billed electronic count,
"",PLACE,Common Space Interaction,
"",ADNFPPELCT,adjud. nullified prior-period electronic count,
"",ILLEGAL,illegal,
"",TRSTAGRE,trust agreement,
"",WORK2,Work Interaction,
"",MS,Manufacturer Sample,
"",HUMHUMTRNS,human to human transmission,
"",USResearchInformedConsent,Informed Consent for Research,
"",NOORGPOL,no disclosure without organizational authorization,
"",AVAILABLE,Available Volume,
"",GENE,gene,
"",RECOV,recovery,
"",YEAR,year,
"",FAX,fax to follow,
"",MANUAL,manual review,
"",_ActPaymentCode,ActPaymentCode,
"",RFPS,refill part fill partial strength,
"",DOSE,Dosage problem,
"",DRAFTMark,Draft Mark,
"",GDPRCONSENT,GDPR Consent,
"",29553-5,age patient qn calc,
"",EHCPOL,extended healthcare,
"",PROBLIST,problem list,
"",ACU,short term/acute,
"",FFSS,"first fill, partial strength",
"",INFOUSE,use information,
"",HMO,health maintenance organization policy,
"",ETH,substance abuse information sensitivity,
"",DOSEHINDW,High Dose for Weight Alert,
"",ALRTSTRTLATE,start too late alert,
"",ITMCNT,items counted,
"",ALLDONE,already performed,
"",AIRTRNS,airborne transmission,
"",LOC,location,
"",OOO,out of office,
"",_ActInvoiceDetailGenericProviderCode,ActInvoiceDetailGenericProviderCode,
"",FFPS,"first fill, part fill, partial strength",
"",IMPLIEDD,implied consent with opportunity to dissent,
"",_SupplyDetectedIssueCode,SupplyDetectedIssueCode,
"",VISPOL,vision care policy,
"",ACPSERV,professional service access,
"",ALEC,alternate electronic,
"",PERMBNS,performance bonus,
"",DDP,Direct Deposit,
"",RFF,Refill (First fill this facility),
"",DISCHSUMREV,discharge summary review task,
"",ANNDI,diagnostic image note,
"",ACMEN,mental health access,
"",NOI,nature of injury,
"",EVNFCTS,ActSpecObsEvntfctsCode,
"",SEX,sexuality and reproductive health information sensitivity,
"",MICRORREV,microbiology results review task,
"",AMBGRND,ground ambulance transport,
"",_GeneticObservationType,GeneticObservationType,
"",PREVINEF,previously ineffective,
"",Fixed-wingAmbulance,fixed-wing ambulance transport,
"",CUIP,(CUI),
"",IMMUNIZ,Immunization,
"",PSEUD,pseudonymize,
"",_ActPrivacyPolicy,ActPrivacyPolicy,
"",MSRSET,health quality measure care setting,
"",MSRTP,measurement period,
"",IDS,Identifier Sensitivity,
"",DENTAL,dental care policy,
"",DISEASE,disease specific policy,
"",LRCOMPT,legitimate relationship compartment,
"",IPOP,initial population,
"",FOOD,Food Interaction Alert,
"",RefrainPolicy,refrain policy,
"",AMBHELO,helicopter ambulance transport,
"",ACCONS,informational consent access,
"",_HL7AccommodationCode,HL7AccommodationCode,
"",IMPLIED,implied consent,
"",CONVEYNC,Common Conveyance Interaction,
"",INFDNG,only if danger to others,
"",PDPPSPELCT,paid payee payable same-period electronic count,
"",COIN,coinsurance,
"",MDOSE,maximum dosage reached,
"",HelicopterAmbulance,helicopter ambulance transport,
"",VAC_PROBLEM,vaccine product problem,
"",IND,indigenous peoples health program,
"",DVD,developmental disability information sensitivity,
"",TBOO,taboo,
"",REFNR,referral not required,
"",RERUN,Rerun Dilution,
"",_ECGObservationSeriesType,ECGObservationSeriesType,
"",MINEC,minimum necessary,
"",ANANTRNS,animal to animal transmission,
"",CLSSRM,classroom,
"",DOSE,Dosage problem,
"",ENAINT,Environmental Non-Allergy Intolerance,
"",TPROD,Therapeutic Product Alert,
"",STD,sexually transmitted disease information sensitivity,
"",REL,religion information sensitivity,
"",VALIDAT,validation issue,
"",SCA,sickle cell anemia information sensitivity,
"",SDV,"sexual assault, abuse, or domestic violence information sensitivity",
"",NOREUSE,no reuse beyond purpose of use,
"",ADOL,adolescent information sensitivity,
"",ENCRYPTT,encrypt in transit,
"",PACOMPT,patient administration compartment,
"",STRTLATE,Start Too Late Alert,
"",PRN,as needed,
"",OPTIN,opt-in,
"",SPLCOLOR,color,
"",_ActTaskCode,ActTaskCode,
"",PDS,patient default information sensitivity,
"",FIBRIN,Fibrin,
"",ENCRYPTU,encrypt in use,
"",RECA,Recalcification,
"",AMBAIR,fixed-wing ambulance transport,
"",NUMER,numerator,
"",_ActAdministrativeDetectedIssueManagementCode,ActAdministrativeDetectedIssueManagementCode,
"",INFOACCESS,access information,
"",TFS,trial fill partial strength,
"",GRANTORCHOICE,grantor choice,
"",ACOCOMPT,accountable care organization compartment,
"",DELAU,delete after use,
"",CDSREV,clinical decision support intervention review,
"",SEXTRNS,sexual transmission,
"",CRS,clinical recommendation statement,
"",RALG,Related Allergy Alert,
"",_PopulationInclusionObservationType,PopulationInclusionObservationType,
"",UNRELAT,unrelated service,
"",OBSA,Observation Alert,
"",AGE,Age Alert,
"",PRIVMARK,privacy mark,
"",UFIL,Ultrafiltration,
"",WATTRNS,water-borne transmission,
"",NOCONSENT,no consent,
"",REI,reinsurance policy,
"",ACDI,diagnostic imaging access,
"",ADNPSPMNCT,adjud. non-payee payable same-period manual count,
"",IMMLREV,immunization list review,
"",PDNPSPMNCT,paid non-payee payable same-period manual count,
"",INT,Intolerance Alert,
"",SBFINV,sessional or block fee invoice,
"",MEDLIST,medication list,
"",OrgIP,organizational information policy,
"",_ActGDPRPrivacyLaw,General Data Protection Regulation,
"",NORDSCLW,no disclosure without jurisdictional authorization,
"",PREFSTRENGTH,preference strength,
"",AMBAIR,fixed-wing ambulance transport,
"",DISCHINSTE,discharge instruction entry,
"",OREV,orders review task,
"",ADALRT,adult alert,
"",BUS,business constraint violation,
"",INMATE,Inmate Interaction,
"",RXDINV,Rx dispense invoice,
"",PersPI,personal public information policy,
"",VRXINV,vision dispense invoice,
"",DEMO,all demographic information sensitivity,
"",IMMLE,immunization list entry,
"",GRADE,grade,
"",NAT,Insufficient authorization,
"",SOCIAL,social service program,
"",SA,special authorization,
"",PUBTRN,public transport,
"",PNC,property and casualty insurance policy,
"",INFOMASK,mask information,
"",EPYMT,early payment fee,
"",ADNPSPELCT,adjud. non-payee payable same-period electronic count,
"",PATINFO,patient information review task,
"",LEN_SHORT,length is too short,
"",TRANF,transmission format,
"",SDE,supplemental data elements,
"",TRAVINT,Common Travel Interaction,
"",INFODISCLOSE,disclose information,
"",ISOL,isolation allowance,
"",COBSCAT,common observation category,
"",CHLDCARE,Day care - Child care Interaction,
"",PAYEE,payee,
"",IND03,prophylaxis,
"",ACID,Acidification,
"",NOTACTN,no longer actionable,
"",MCPOL,managed care policy,
"",INFEMER,only in an emergency,
"",PDPPSPMNAT,paid payee payable same-period manual amount,
"",NOTEQUIV,not equivalent alert,
"",9,Instituted Ongoing Monitoring Program,
"",PAY,payment,
"",SCHOOL,School Accident,
"",GTIN,Global Trade Item Number,
"",TRSTCERT,trust certificate,
"",ASSERTION,Assertion,
"",ISSUE,detected issue,
"",CPLYJPP,comply with jurisdictional privacy policy,
"",CPLYJSP,comply with jurisdictional security policy,
"",CUIHLTHP,(CUI//HLTH),
"",DOSEHIND,High Dose for Indication Alert,
"",DUPTHPY,Duplicate Therapy Alert,
"",PDNFPPELCT,paid nullified prior-period electronic count,
"",HIPAAAuthCD,HIPAA Authorization Consent Directive,
"",JurisDEID,jurisdictional de-identified information policy,
"",NOLIST,no unlisted entity disclosure,
"",EMOTDIS,emotional disturbance information sensitivity,
"",VECTRNS,vector-borne transmission,
"",RAT,rationale,
"",INTDX,intermediate diagnosis,
"",NOI,nature of injury,
"",DOSEL,Low Dose Alert,
"",NHP,Natural Health Product Alert,
"",OTC,non prescription medicine,
"",CUIPRVCY,CUI//PRVCY,
"",NODSCLCDS,no disclosure without information subject's consent directive,
"",COPY,copyright,
"",CRIT,criticality,
"",KEY204,Unknown key identifier,
"",OHSINV,oral health service,
"",GARN,garnishee,
"",_ActInvoiceDetailDrugProductCode,ActInvoiceDetailDrugProductCode,
"",MISSAPT,missed appointment,
"",_InvoiceElementAdjudicated,InvoiceElementAdjudicated,
"",IND04,surgical prophylaxis,
"",EM,Emergency Supply,
"",UD,Unit Dose,
"",42CFRPart2,42 CFR Part2,
"",MSRAGG,rate aggregation,
"",_ObservationIssueTriggerCodedObservationType,ObservationIssueTriggerCodedObservationType,
"",_ActFinancialTransactionCode,ActFinancialTransactionCode,
"",FFSTOP,fee for service top off,
"",ADMDX,admitting diagnosis,
"",CMPMSRMTH,composite measure method,
"",GEALRT,geriatric alert,
"",PEALRT,pediatric alert,
"",GFTH,good faith indicator,
"",PPRD,prior period adjustment,
"",ADPPSPELAT,adjud. payee payable same-period electronic amount,
"",USBroadResearchConsent,Broad Consent for Research,
"",KEY,keyword,
"",ABUSE,commonly abused/misused alert,
"",TF,Trial Fill,
"",INFOREDACT,redact information,
"",INFOREDISCLOSE,redisclose information,
"",_ActSpecimenTransportCode,ActSpecimenTransportCode,
"",PREG,Pregnancy Alert,
"",FULFIL,fulfillment alert,
"",INFAUT,authorized information transfer,
"",INFREG,regulatory information transfer,
"",BONUS,bonus,
"",ConfidentialMark,confidential mark,
"",NOPERSISTP,no collection beyond purpose of use,
"",AUTO-LOW,Auto-Low Dilution,
"",_ActInformationCategoryCode,ActInformationCategoryCode,
"",ADPPPPELAT,adjud. payee payable prior-period electronic amount,
"",ADRFPPELAT,adjud. refused prior-period electronic amount,
"",USResearchInformedAssent,Informed Assent for Research,
"",_ActInformationPolicy,_ActInformationPolicy,
"",_ActInvoiceDetailCode,ActInvoiceDetailCode,
"",MST,military sexual trauma information sensitivity,
"",COMPT,compartment,
"",AMBT,ambulance transport,
"",_MedicationObservationType,MedicationObservationType,
"",DUPTHPCLS,duplicate therapeutic alass alert,
"",TRAN,transaction fee,
"",DRUGING,drug invoice group,
"",2,Assessed Patient,
"",DEID,deidentify,
"",PRVTRN,private transport,
"",NOSTRNS,nosocomial transmission,
"",MINOCCURS,repetitions below minimum,
"",SECCATOBS,security category observation,
"",OBSA,Observation Alert,
"",SPLCOATING,coating,
"",_InteractionDetectedIssueCode,InteractionDetectedIssueCode,
"",FMCOMPT,financial management compartment,
"",DISDX,discharge diagnosis,
"",RESCOMPT,research project compartment,
"",SECALTINTOBS,security alteration integrity observation,
"",SECDATINTOBS,security data integrity observation,
"",FRAUD,potential fraud,
"",SECINTSTOBS,security integrity status observation,
"",INTFR,ActSpecObsInterferenceCode,
"",TRSTACCRDOBS,trust accreditation observation,
"",DRIVLABEL,derive security label,
"",FILT,Filtration,
"",AGGREGATE,aggregate measure observation,
"",_ActAdministrativeRuleDetectedIssueCode,ActAdministrativeRuleDetectedIssueCode,
"",LF,low fat,
"",SCHLDIV,school division,
"",GDIS,genetic disease information sensitivity,
"",CPLYOPP,comply with organizational privacy policy,
"",MEDT,measurement end date,
"",CODE_DEPREC,code has been deprecated,
"",CPLYCD,comply with consent directive,
"",_ICD9PCS,ICD9PCS,
"",_EntitySensitivityPolicyType,EntityInformationSensitivityPolicy,
"",DELEPOL,delegation policy,
"",ObligationPolicy,obligation policy,
"",_ActSpecObsCode,ActSpecObsCode,
"",INTERVAL,outside requested time,
"",NOMOU,no disclosure without MOU,
"",SPLIMPRINT,imprint,
"",_ObservationQualityMeasureAttribute,ObservationQualityMeasureAttribute,
"",TRSTASSUR,trust assurance,
"",CUISP-HLTH,CUI//SP-HLTH,
"",LOAN,Loan,
"",ANNMED,medication note,
"",ALG,Allergy,
"",LS,low sodium,
"",LACTTRNS,lactation transmission,
"",PRLMN,preliminary,
"",CUIPRVCYP,(CUI//PRVCY),
"",REMLE,reminder list entry,
"",21611-9,age patient qn est,
"",CODINGGAP,Codinggap,
"",_ActPatientTransportationModeCode,ActPatientTransportationModeCode,
"",PATPREF,violates stated preferences,
"",RAD_PROG,Accesso Programmato (Radiologia),
"",ELLIPSE,ellipse,
"",PAT_ADV_EVNT,patient adverse event,
"",PARTRNS,parenteral transmission,
"",TRSTLOAOBS,trust assurance observation,
"",SECINTPRVOBS,security integrity provenance observation,
"",AMBGRND,ground ambulance transport,
"",NAINT,Non-Allergy Intolerance,
"",PATREPREV,pathology report review task,
"",_AnnotationType,AnnotationType,
"",DOSEDURL,Dose-Duration Low Alert,
"",HRCOMPT,human resource compartment,
"",REPRESENTATIVE_BEAT,ECG representative beat waveforms,
"",MSRSCORE,measure scoring,
"",FORMULA,formula diet,
"",TRSTCERTOBS,trust certificate observation,
"",SECCLASSOBS,security classification observation,
"",DIR,Accesso Diretto,
"",DOSELINDW,Low Dose for Weight Alert,
"",OBSANTC,antigen count,
"",DM,diabetes mellitus diet,
"",PAR,parenteral,
"",CPLYOSP,comply with organizational security policy,
"",CUISP-PRVCY,CUI//SP-PRVCY,
"",MARWLREV,medication administration record work list review task,
"",PAF,phenylalanine free,
"",NORELINK,no relinking,
"",BR,breikost (GE),
"",IDUR,improvement notation,
"",KEY206,non-matching identification,
"",HIPAASelfPay,HIPAA self-pay,
"",AFOOT,pedestrian transport,
"",OE,order entry task,
"",CTMO,case transmission mode observation,
"",DENEX,denominator exclusions,
"",SUD,substance use disorder information sensitivity,
"",MSRTYPE,measure type,
"",SCH,schonkost (GE),
"",AUDIT,audit,
"",NOVIP,no unauthorized VIP disclosure,
"",BDYFLDTRNS,body fluid contact transmission,
"",DIET,Diet,
"",MLREV,medication list review task,
"",VIO,violence information sensitivity,
"",FECTRNS,fecal-oral transmission,
"",RedisclosureProhibitionMark,prohibition against redisclosure mark,
"",COND,Condition Alert,
"",DINT,Drug Intolerance,
"",DISC,disclaimer,
"",_AdministrationDetectedIssueCode,AdministrationDetectedIssueCode,
"",NOTEQUIVGEN,not generically equivalent alert,
"",VLI,"low valin, leucin, isoleucin",
"",SUPPLEMENT,nutritional supplement,
"",CPLYCUI,comply with controlled unclassified information policy,
"",_ROIOverlayShape,ROIOverlayShape,
"",RAD_DIR,Accesso Diretto (Radiologia),
"",LIPEMIA,Lipemia,
"",KEY204,Unknown key identifier,
"",ETHUD,alcohol use disorder information sensitivity,
"",DOSEHINDSA,High Dose for Height/Surface Area Alert,
"",MSD,measurement start date,
"",PERSISTLABEL,persist security label,
"",AUTO-HIGH,Auto-High Dilution,
"",IPPOP,initial patient population,
"",NORDSCLCD,no redisclosure without consent directive,
"",DACT,drug action detected issue,
"",PRS,patient requested information sensitivity,
"",CUIHLTH,CUI//HLTH,
"",ANNGEN,general note,
"",ADMDX,admitting diagnosis,
"",DOSELIND,Low Dose for Indication Alert,
"",ENCRYPTR,encrypt at rest,
"",SPLSYMBOL,symbol,
"",MSROBS,measure observation,
"",ALGY,Allergy Alert,
"",FNAINT,Food Non-Allergy Intolerance,
"",VIP,celebrity information sensitivity,
"",WGHT,,
"",SPLSCORING,scoring,
"",WRKCOMP,(workers compensation program,
"",POLY,polyline,
"",TRSTFWK,trust framework,
"",CUISP-PRVCYP,(CUI//SP-PRVCY),
"",NUMEX,numerator exclusions,
"",SSTOR,specimen in storage,
"",CODE_INVAL,code is not valid,
"",ADVERSE_REACTION,Adverse Reaction,
"",_ActSuppliedItemDetectedIssueCode,ActSuppliedItemDetectedIssueCode,
"",KSUBJ,knowledge subject,
"",DALG,Drug Allergy,
"",_ActAdministrativeAuthorizationDetectedIssueCode,ActAdministrativeAuthorizationDetectedIssueCode,
"",RMGTCOMPT,records management compartment,
"",CEL,celebrity information sensitivity,
"",PATDOC,patient documentation task,
"",B,business information sensitivity,
"",HHOBS,household situation observation,
"",DOSEHINDA,High Dose for Age Alert,
"",RAR,Related Prior Reaction Alert,
"",SecurityPolicy,security policy,
"",DOB,date of birth information sensitivity,
"",REP_HALF_LIFE,representative half-life,
"",_HCPCS,HCPCS,
"",21612-7,age patient qn reported,
"",CTCOMPT,care team compartment,
"",MICROORGRREV,microbiology organisms results review task,
"",POINT,point,
"",LAWENF,law enforcement transport,
"",DALG,Drug Allergy,
"",AMBHELO,helicopter ambulance transport,
"",SPLSIZE,size,
"",NONRX,Non-Prescription Interaction Alert,
"",BLDTRNS,blood borne transmission,
"",ANNLAB,laboratory note,
"",ANHUMTRNS,animal to human transmission,
"",RENT,Rent,
"",CIRCLE,circle,
"",_ICD10PCS,ICD10PCS,
"",LABOE,laboratory test order entry task,
"",_ObservationSequenceType,ObservationSequenceType,
"",MSRPOPL,measure population,
"",SECINTPRVRBOBS,security integrity provenance reported by observation,
"",GEN,Genetic Alert,
"",ANONY,anonymize,
"",SEV,Severity Observation,
"",DRUGPRG,drug program,
"",PLYDOC,Poly-orderer Alert,
"",NOAUTH,no disclosure without subject authorization,
"",_ObservationSeriesType,ObservationSeriesType,
"",_ImmunizationObservationType,ImmunizationObservationType,
"",EALG,Environmental Allergy,
"",RISKASSESS,risk assessment instrument task,
"",DUPTHPY,Duplicate Therapy Alert,
"",UUI,(U),
"",ENAINT,Environmental Non-Allergy Intolerance,
"",FNAINT,Food Non-Allergy Intolerance,
"",dimissione,dimissione,
"",GroundAmbulance,ground ambulance transport,
"",SECTRSTOBS,SECTRSTOBS,
"",PHY,physician requested information sensitivity,
"",HELD,held/suspended alert,
"",SCHL,school,
"",SECCONOBS,security control observation,
"",FORMAT,invalid format,
"",PATPREFALT,"violates stated preferences, alternate available",
"",DeliverToAddresseeOnlyMark,deliver only to addressee mark,
"",SUBSIDFFS,subsidized fee for service program,
"",LOCIS,location information sensitivity,
"",NORDSCLCDS,no redisclosure without information subject's consent directive,
"",WELLREMLE,wellness reminder list entry,
"",LACT,Lactation Alert,
"",RINT,Related Intolerance Alert,
"",EMP,employee information sensitivity,
"",FALG,Food Allergy,
"",NF,no fat,
"",T,tea only,
"",TRSTFWKOBS,trust framework observation,
"",TRSTMECOBS,trust mechanism observation,
"",KEY205,Duplicate key identifier,
"",NOTEQUIVTHER,not therapeutically equivalent alert,
"",TIME_ABSOLUTE,absolute time sequence,
"",N,normal diet,
"",SPI,specially protected information sensitivity,
"",RADREPREV,radiology report review task,
"",FAST,fasting,
"",PROG,Accesso Programmato,
"",GENDER,gender and sexual orientation information sensitivity,
"",INITIAL,Initial Volume,
"",TRSTAGREOBS,trust agreement observation,
"",F,final,
"",LABRREV,laboratory results review task,
"",INTDX,intermediate diagnosis,
"",COMPLY,Compliance Alert,
"",SECOBS,SecurityObservationType,
"",TIME,timing detected issue,
"",SSP,sensitive service provider information sensitivity,
"",_ActAdministrativeDetectedIssueCode,ActAdministrativeDetectedIssueCode,
"",DOSEHINDA,High Dose for Age Alert,
"",HGHT,,
"",HIV,HIV/AIDS information sensitivity,
"",PREGNANT,pregnancy information sensitivity,
"",CLINNOTEE,clinical note entry task,
"",_ObservationType,ObservationType,
"",ANNIMM,immunization note,
"",RREACT,Related Reaction Alert,
"",EMPL,employer information sensitivity,
"",LQ,liquid,
"",NOCOLLECT,no collection,
"",DIAGLISTE,diagnosis list entry task,
"",PLYPHRM,Poly-supplier Alert,
"",DOSEDURH,Dose-Duration High Alert,
"",RACE,race information sensitivity,
"",AUDTR,audit trail,
"",NOINTEGRATE,no integration,
"",DISCHSUME,discharge summary entry task,
"",_LOINCObservationActContextAgeType,LOINCObservationActContextAgeType,
"",DOSEIVL,Dose-Interval Alert,
"",KSUBT,knowledge subtopic,
"",EALG,Environmental Allergy,
"",TIMING,event timing incorrect alert,
"",C,corrected,
"",_CPT5,CPT5,
"",GF,gluten free,
"",MARST,marital status information sensitivity,
"",ActTrustPolicyType,trust policy,
"",DNAINT,Drug Non-Allergy Intolerance,
"",OPIOIDUD,opioid use disorder information sensitivity,
"",MASK,mask,
"",SecurityLabelMark,Security Label Mark,
"",TRANSFER,Transfer,
"",FOMTRNS,fomite transmission,
"",RD,reduction diet,
"",ENVTRNS,environmental exposure transmission,
"",SECINTCONOBS,security integrity confidence observation,
